MHCII,Autofluo.,CD11b,CD64,CD161,Ly6G,CD3,CD19,CD11c
2.7791,1.4569,1.4543,0.32259,0.58847,0.79546,1.4139,3.3488,0.78088
2.3231,1.1319,1.0709,0.67916,1.115,0.35836,0.50862,2.7901,2.0793
2.8724,1.2741,0.85576,0.39807,1.1963,0.57122,1.6902,3.2158,0.65298
2.8244,1.2741,0.97382,0.38287,0.85009,0.73706,1.1881,3.2012,1.4146
1.6378,2.0937,3.5385,0.68327,0.71125,2.3459,1.8506,1.1014,1.9237
2.829,0.86122,1.0709,1.313,0.58607,1.1985,0.54476,3.1653,0.59136
2.2383,1.3434,1.0151,1.1077,0.23487,1.1865,1.0724,3.1494,0.558
2.2983,0.88908,1.6586,0.50866,0.80805,0.52176,0.91633,3.1084,0.95618
2.1871,0.70894,1.5305,0.6477,1.1797,0.66758,0.58022,3.1297,0.55052
1.2376,0.93947,1.1988,0.69373,1.0124,0.70478,2.7283,0.86201,0.80797
2.4759,1.0444,1.264,0.8495,0.50028,0.59955,0.69017,3.0616,0.84007
3.3975,1.7336,2.6844,1.3048,0.58649,0.68499,1.6224,1.3031,3.5127
0.75353,1.1003,1.1097,1.0465,0.88049,0.85026,3.0833,0.8262,0.94668
3.1449,1.4376,0.90512,0.16989,0.92844,0.22847,0.87989,3.0135,0.46276
2.6513,0.78131,0.53192,0.52702,1.0328,1.0854,1.2107,3.1019,0.66843
2.9578,1.2002,0.3743,0.7028,0.67643,0.71945,1.0016,3.1981,0.94764
1.187,0.93289,1.2878,0.75702,1.2885,1.058,2.8652,0.87922,1.4006
2.5678,0.87872,0.94147,0.80493,0.84805,0.95069,0.90169,2.9695,0.59787
2.1826,0.93289,0.70664,0.63804,0.49683,0.86429,0.94797,3.0595,0.41882
2.7923,1.2554,0.81618,0.29427,1.1428,0.6848,0.61421,3.4737,0.74451
2.7212,1.1496,0.7986,0.32064,1.5397,0.18352,0.83397,2.9063,0.88704
2.7333,1.5606,1.5891,0.9845,1.4433,0.84396,1.2524,3.4353,0.60163
1.0694,1.4361,1.1938,1.1469,0.73729,0.93535,2.9522,0.68313,1.1526
2.2206,0.82185,0.8635,0.42245,1.3995,1.2671,1.5674,3.0288,0.61396
2.4781,1.1293,1.3294,0.60701,1.4663,0.22178,0.63518,3.0029,0.41205
2.7623,1.3801,1.3593,0.88641,1.0823,0.69732,0.8822,3.2672,0.36405
2.6433,1.3784,0.84339,0.73658,0.8032,1.0069,1.0422,3.1118,0.96019
2.2759,0.90953,1.5473,1.0953,1.097,0.80176,0.81976,2.7627,0.71232
3.2345,1.8435,2.4374,0.74281,1.7057,1.6729,2.2563,3.5746,1.8771
2.9261,1.0922,1.4671,0.81991,0.46474,0.81129,0.58588,3.239,1.3003
1.5527,1.5147,1.5529,1.1068,1.144,0.90922,0.94202,1.1192,2.2671
1.9354,1.3801,0.90794,0.80098,0.73839,0.80644,0.89135,3.0894,0.66238
2.6387,1.2903,0.67887,0.52592,0.21753,1.2,0.32147,2.8981,1.4066
2.2943,1.3488,1.0551,0.68004,0.64744,0.59615,0.52571,3.2446,0.62902
1.9948,1.2659,0.86424,0.63874,0.91757,1.2687,1.4046,2.9206,0.6266
1.1033,1.1057,1.241,0.98582,1.0582,0.40789,2.9107,0.99445,0.82552
2.8495,1.5734,1.4889,0.30796,0.80902,0.67824,0.65922,3.3129,0.43619
0.69632,1.4656,0.85883,1.0264,0.789,1.4687,2.7435,1.115,0.98366
2.47,1.416,1.4608,1.0399,0.96754,0.27203,0.79618,3.2834,1.0284
1.8511,1.0179,0.70582,0.82815,0.96516,0.87103,1.2377,3.1784,0.77917
0.70597,1.4598,0.58769,1.1191,1.4434,0.63554,2.9719,0.87869,0.8544
0.84479,1.3767,1.6377,1.009,0.42786,1.1283,0.93058,3.0749,1.0904
2.3996,0.946,1.296,0.79897,0.95259,1.0393,0.57816,3.2767,0.059287
2.9743,1.0239,0.9193,1.0981,0.86458,0.98564,0.50234,3.1982,0.76056
0.6404,1.0119,1.6338,0.95213,0.6596,0.94585,2.4082,1.9452,0.77422
3.249,1.6079,2.2794,0.27971,0.93444,1.0066,0.7466,0.93348,3.2153
2.8645,1.375,1.1173,0.67895,0.51282,0.43345,1.6065,3.5172,0.61979
1.928,1.4642,1.5298,1.2484,1.0891,0.69065,3.1634,0.37683,1.205
2.7102,0.76254,1.6016,0.55798,0.5811,0.72729,0.32729,3.4077,1.3497
1.7208,1.306,0.6366,0.68871,1.4502,0.50539,2.5619,0.86585,0.74473
2.6053,1.27,0.34651,0.92187,1.1376,0.85458,1.1549,2.9827,0.73298
1.6681,1.3117,1.5369,0.47464,1.2649,0.89949,2.8179,0.28913,0.82472
2.6624,0.96213,0.96542,0.66352,1.4773,0.63726,1.3018,3.3701,1.0621
1.1695,1.2251,0.65166,0.85596,0.8263,0.79801,2.6493,0.97925,1.2726
2.0919,0.94925,0.85004,0.79814,1.0785,0.94714,1.1959,2.739,0.81157
0.86295,1.1814,0.91822,0.83916,0.94275,0.75499,2.9404,1.4885,1.3041
1.8582,0.99356,0.66034,1.0793,0.55298,0.75329,1.3692,2.9938,0.99686
2.3491,2.7131,2.5896,2.6464,0.87353,1.3171,2.1724,1.7796,2.3846
1.6946,0.58234,0.77608,0.63197,1.109,0.75361,2.5286,0.40032,1.1331
2.4744,1.1396,0.35361,0.76302,1.4041,0.57968,0.89806,3.1509,0.86902
1.3164,1.1267,0.74694,0.64297,0.92626,1.012,2.6058,0.82222,0.91772
1.8914,1.0444,0.59009,1.0209,1.1827,0.72613,0.49207,2.8848,1.0405
2.2863,1.3268,0.67106,0.53658,1.216,0.77445,0.66633,1.897,1.1239
2.1284,1.0328,0.95524,1.0747,1.0229,0.65931,0.79668,2.8948,0.27419
2.2121,1.5002,0.38518,1.0224,0.76986,1.1067,0.66024,3.0889,0.8645
0.58262,1.4406,3.2862,2.033,0.50686,0.77274,0.78509,1.6219,0.69848
1.1556,1.4284,1.7731,0.75896,0.64974,1.1552,3.1763,0.88464,1.0228
1.209,1.4656,1.5326,1.6208,1.5583,0.40139,3.0495,1.0765,1.2058
1.3068,1.4555,1.5319,0.82694,1.0029,0.80164,2.63,1.1025,0.59028
2.2569,1.2741,0.87534,1.0326,1.2944,0.51278,0.62367,2.9432,0.40099
2.9419,1.1267,0.71402,0.41444,1.0144,0.79521,1.1957,3.005,0.76091
0.82798,1.3193,1.1191,0.94332,1.3705,1.0479,2.6127,0.91114,1.1167
0.70055,1.1814,0.61994,1.1057,1.4246,0.56924,2.9087,0.46694,0.60741
2.1837,0.68556,1.101,1.0644,1.6498,0.55648,0.62911,3.0124,1.081
1.9575,1.4811,0.82559,1.0311,1.3272,0.52262,1.0067,2.549,0.33937
3.1066,1.9352,1.6761,0.38385,1.3413,0.51036,1.4594,3.7187,0.40289
1.2315,1.2339,0.5882,0.62589,0.98456,1.2287,2.1587,0.53683,0.8867
2.2202,1.3681,0.74732,1.1241,1.1044,0.79292,1.2553,3.2531,0.95757
1.2617,1.1084,1.1544,0.79355,0.60131,0.7716,0.91395,2.5096,0.50605
2.5076,1.63,0.80316,0.41044,0.57686,0.23752,0.41155,3.3155,1.1108
3.1247,1.2782,0.90814,0.4508,0.78513,0.30973,1.0192,3.2719,0.75949
2.8879,1.3287,0.71432,0.7063,0.43909,0.50021,1.458,3.0782,0.51923
2.9788,0.91626,0.50803,0.55952,0.4546,1.2838,0.68884,3.225,0.27939
2.0029,1.3324,1.4266,0.73411,1.2153,0.70607,0.59609,3.3922,0.12929
1.1858,1.2942,1.5178,0.57422,1.1108,0.76169,2.8575,1.5182,0.68372
2.3914,1.5711,1.3419,1.0803,0.80929,0.77347,1.4222,3.4889,1.7317
0.50826,1.4481,1.0011,1.0523,1.2107,0.71742,2.8332,1.4844,0.94276
2.2785,1.1932,0.71094,0.71183,-0.0084452,0.72416,0.98892,3.5275,1.3652
1.9354,1.2617,0.99195,0.66341,0.83874,0.75409,0.79841,3.2124,0.22165
2.2399,1.3559,1.4181,0.8809,0.83505,0.77349,0.61011,2.7804,0.82215
2.6431,1.2339,0.75386,0.75996,0.45378,0.82911,0.55649,3.121,0.76285
2.431,1.0895,1.6341,0.64158,1.1681,0.29846,0.69733,3.046,0.88214
2.513,1.3079,1.0385,0.87613,1.2702,0.80133,0.55615,2.8709,1.1786
2.6852,1.2229,1.2307,1.2385,1.2182,0.79445,1.1044,2.4965,0.61496
1.6063,0.506,1.3449,0.59336,1.1919,0.51093,2.942,0.58883,1.0802
2.3025,1.2383,0.8312,1.1326,1.1927,0.43115,1.0187,3.2182,0.92852
2.4506,1.1932,1.0322,0.70104,0.56676,0.98544,1.3567,3.2375,0.49308
1.8123,1.1189,0.25555,0.6058,1.0908,0.6931,2.7014,0.11688,0.54212
1.7826,1.1293,0.98854,0.83113,0.63721,0.89078,0.84621,2.9321,0.55307
2.7157,1.2554,1.5405,0.88686,1.1445,0.77713,0.84431,3.2942,0.49904
1.1265,1.1137,0.54743,0.82303,0.91924,0.9866,2.5515,0.68467,0.80353
2.5689,1.1057,1.6912,0.38477,0.85449,0.91396,0.741,3.0246,0.28556
0.38118,1.8057,3.7832,1.6165,0.94596,3.0821,1.562,1.8891,1.3353
2.7235,1.4481,0.98678,1.3981,0.5313,0.89204,1.077,3.2119,1.1451
0.89698,1.3733,1.6841,0.88506,0.84426,0.9127,2.9538,1.4058,0.80663
1.0888,1.2139,1.2254,1.126,0.51531,1.0293,0.80729,2.8945,0.96929
1.8177,1.695,2.3114,0.34432,2.9149,0.59539,1.0827,0.57719,1.8701
2.6668,3.0292,2.8849,2.9503,0.93146,1.6119,1.9143,2.3145,2.6002
2.5646,0.88564,0.61807,0.97396,0.9286,1.3022,0.6933,3.1935,0.86907
2.1703,2.3988,2.2779,2.3891,0.62375,1.2056,1.1391,1.8611,1.9995
0.88166,2.1842,1.6916,1.0222,1.0656,0.56829,2.725,0.92688,1.0412
0.98966,0.80356,0.95686,0.6813,0.70607,1.2173,3.0168,1.077,0.85988
2.2704,0.89594,1.1413,0.68114,1.4171,0.67548,0.94633,3.0291,1.0228
0.63232,1.3021,0.70792,1.0806,1.483,0.48985,2.6249,0.99413,0.74554
1.5112,0.90953,0.68987,0.87707,1.1879,0.75049,0.5955,2.4826,0.76811
0.82098,0.81821,1.0014,1.0252,0.86285,0.66251,2.5203,1.4307,0.87639
2.3919,0.9129,1.2928,0.61923,0.76235,0.8146,0.42047,2.9998,0.88053
1.3134,1.2883,2.2349,0.70639,0.94449,1.1738,2.9963,1.3965,0.70302
1.0622,1.2533,0.66,0.79405,1.0244,0.83014,3.1152,1.085,1.0692
2.7323,1.0785,0.81798,0.19923,1.0367,0.97461,0.77086,3.0735,1.1524
2.7169,1.4481,1.4908,1.3712,1.2367,0.13551,1.143,1.2667,3.5166
0.64236,1.3817,0.83593,0.96275,0.80673,1.017,2.9775,1.2721,0.97453
2.6871,3.1234,3.0134,2.8132,1.1032,1.8548,2.0645,2.4446,2.7056
0.99213,1.4032,0.73504,0.76427,1.4348,0.46286,3.1382,0.62086,0.6819
3.1291,1.65,1.616,-0.15808,1.3298,1.0386,1.3031,3.6637,0.93657
2.8387,1.6101,1.4498,0.4211,1.507,0.82583,1.3559,3.5142,1.0695
2.6955,1.1814,0.97261,1.1097,1.557,0.70193,0.44699,3.1328,0.97606
0.9649,1.7056,1.3142,0.90812,1.1442,1.1638,2.4103,1.013,0.69571
2.9699,1.2229,0.6227,0.34936,0.4962,0.76967,0.40729,2.8886,0.62235
2.9545,0.5261,1.2115,0.62534,0.43888,0.18844,0.91356,3.1513,1.3698
2.3107,0.68947,0.68567,0.76811,0.70536,0.68768,1.1543,3.3828,1.0448
1.5963,0.79618,1.2547,0.84914,0.92167,0.58581,2.7479,0.68945,0.80566
2.6055,0.92959,1.1149,1.0273,0.48146,0.83689,1.0688,3.1925,1.9445
1.7336,1.4908,1.0436,1.245,1.3329,1.219,1.6807,3.3444,0.80551
2.8617,1.1838,1.7192,1.1835,1.3705,0.99781,1.0602,3.3231,1.3957
2.337,2.5944,2.4459,2.4129,1.0632,0.92357,1.7571,1.5584,1.9789
2.5146,0.89594,0.83635,0.93145,0.751,0.70617,0.67044,3.114,1.2291
0.46848,1.0701,0.96964,0.92949,0.9627,0.74833,2.8523,1.3804,0.66099
1.9818,0.95571,1.6126,0.75912,0.54925,0.5278,0.59463,2.625,0.43088
2.1022,0.92295,0.84903,1.1334,0.63005,0.44446,1.1226,3.0407,1.1829
1.7782,0.80724,0.95287,0.81908,1.2983,0.73974,0.9457,2.6104,0.7316
2.0663,1.8902,1.6593,1.814,0.96208,0.88854,0.7216,1.0031,1.7213
1.058,0.24643,1.0944,0.86339,1.0984,0.80467,0.90771,2.5406,0.93898
2.9585,1.2903,1.4277,0.0005656,1.3071,0.25196,0.92806,3.5968,0.6028
0.44285,1.0757,1.109,1.0256,1.019,1.3183,3.0824,1.3994,1.0597
1.2942,1.6227,1.6596,0.91145,1.1264,0.65921,2.9173,1.7652,1.381
0.54526,1.2207,0.92319,1.2928,1.4039,0.91573,2.5736,1.1001,1.1673
2.1854,1.516,0.88606,0.90455,0.92941,0.88944,0.85352,3.0089,1.1442
1.9054,1.3306,0.44631,0.72782,0.74478,1.0612,0.48577,3.1047,0.84348
1.3845,1.0058,0.87877,0.77337,0.97767,0.49999,0.85562,1.8477,0.93219
2.3598,1.0868,1.3276,1.1129,1.2815,0.52262,1.407,3.4012,0.50594
2.6083,1.2317,0.80705,0.71001,0.93654,0.28561,1.3392,2.8152,0.83048
2.8646,1.5437,1.1245,0.48343,1.1989,0.46442,1.1243,3.04,0.87596
2.2594,0.75876,0.99315,0.80117,0.77632,0.69999,0.69782,2.8827,1.5749
1.718,1.3361,1.1218,0.62369,0.92857,1.1019,2.8122,0.76876,0.82593
2.2946,2.4981,2.4128,2.5065,1.2754,0.80577,0.96637,2.4312,2.1322
0.98391,1.7143,1.4595,0.67551,2.9378,1.229,0.7522,1.0197,2.7354
2.7959,0.85061,2.1347,0.56643,1.5042,0.88509,1.3474,3.2276,1.2339
1.2435,0.48995,0.29042,1.1011,0.88789,0.24293,3.1159,0.88486,1.2153
2.7368,1.3136,0.56457,0.94764,0.78344,0.56445,1.2886,2.9277,0.48828
1.0553,1.4191,0.73019,0.90415,1.0531,0.75829,2.9351,0.74887,0.99082
2.0194,1.3629,1.1373,0.59901,1.5818,0.57399,0.70528,3.0479,1.0644
2.4224,0.79618,1.0184,0.7688,0.89258,1.0471,1.2905,2.9959,0.38116
2.4482,0.7244,1.1222,1.0554,0.78207,0.34537,1.5893,3.0884,0.6142
1.239,1.0357,0.47799,0.76941,1.0114,1.1176,2.9732,1.1489,1.0878
1.5887,0.8109,0.88041,0.63311,0.96233,0.565,2.7328,0.51234,0.61353
1.856,1.2942,1.204,0.90393,0.77155,0.66481,1.0922,2.8816,0.77772
2.9264,0.99047,0.44756,1.2974,0.83733,0.89275,0.977,3.3007,0.61177
0.95874,2.0982,3.8699,1.7814,0.95673,3.1498,1.3694,1.3314,1.1082
1.6277,0.61834,1.0418,0.68294,0.79644,0.98248,2.7723,0.71838,0.63305
1.1551,1.0028,1.5133,0.8772,1.3746,0.93179,2.8921,1.085,0.5318
2.8457,0.56227,0.46586,0.31995,1.1929,1.1037,1.2818,2.9925,0.76301
1.9924,0.81821,0.27975,0.72307,0.36007,1.2879,0.46106,2.9171,0.89441
3.1273,1.4921,2.0114,0.91635,1.0802,0.64211,1.8157,1.7362,3.3596
2.4074,1.2273,0.79996,0.95147,1.0982,0.52393,1.2333,3.0883,0.57494
0.48106,1.2361,1.0812,1.0518,0.81405,1.0559,3.0362,1.3035,1.023
2.8891,1.5871,1.4849,0.7929,0.49092,0.54897,0.6566,3.247,0.65542
0.94863,1.3664,0.82086,0.83011,1.2735,0.76114,2.5257,0.31137,0.74504
1.3563,1.2295,0.68675,0.82296,1.1478,1.0247,2.7108,1.1879,0.84815
2.8941,1.5173,0.98452,1.2129,0.60338,0.8187,1.1523,3.3359,1.5944
2.3777,1.0119,1.2638,0.58565,0.69086,1.1236,0.59466,3.1007,0.92913
2.0221,1.0701,0.85169,0.9919,1.4083,1.4199,0.78485,3.2064,0.62901
2.45,0.8109,1.0661,1.0124,0.54226,0.69078,1.4683,3.239,0.86997
1.6344,1.1521,0.40212,0.55693,0.6909,0.93728,2.9428,0.5062,0.68819
2.6044,0.99047,1.1765,0.98379,0.92702,0.94914,0.57209,2.8161,1.7052
2.5294,1.1669,1.0664,0.87193,0.40191,1.3288,1.3486,3.2006,1.3744
2.3804,1.2512,1.4032,0.32311,0.97429,0.52508,1.0842,3.3517,1.2935
2.9066,0.73974,0.99091,0.95774,1.0195,1.1083,0.99662,2.7996,1.313
2.8128,0.2907,0.76574,0.71002,0.80545,0.59713,0.52369,3.1413,1.188
1.6155,1.5904,1.2519,0.58358,1.7327,0.87238,2.4467,0.55721,0.81101
2.3861,0.86122,0.70178,0.6318,1.1195,0.84831,0.57272,2.997,1.0338
2.5983,1.6164,1.717,0.8246,1.3512,0.63528,1.0037,3.3189,0.70333
2.4062,0.95893,1.6769,0.5664,0.39747,0.43772,0.51211,3.3551,0.447
0.56286,1.2229,0.36392,0.91023,1.0861,0.54567,3.1839,1.7797,1.5791
2.8436,1.0473,0.49046,1.471,0.51181,0.85679,0.64959,3.1231,1.5462
2.6525,1.3155,0.49658,0.52774,1.3323,0.14601,0.9409,3.0383,0.74976
1.4668,1.0028,0.77677,0.82382,1.2286,0.94621,3.0168,0.44143,0.60835
1.9509,1.162,0.67948,0.91132,1.2125,0.48924,1.0091,3.0197,0.7402
2.6028,0.94274,1.1326,0.87254,0.66217,0.76827,0.74931,3.096,0.61151
2.3224,1.2251,1.2446,0.72965,1.1019,0.97514,1.0941,3.0453,0.28502
1.3264,1.8127,3.3753,1.9256,0.73402,1.1847,0.72293,2.8512,1.1457
2.3159,2.5509,2.4666,2.359,1.0397,1.0295,1.5142,1.2339,2.0372
2.1675,1.2317,1.7218,0.70246,0.67196,1.2274,0.53086,3.2832,0.39631
2.8818,1.6588,2.6245,0.63381,1.0503,0.73282,1.2834,1.3669,3.4867
2.8306,0.85769,0.68051,1.0208,1.0126,1.3899,0.35579,2.9007,0.77215
2.4297,0.97168,1.1573,0.31916,0.66736,0.72314,1.1138,2.9937,0.92601
2.1793,1.111,0.69165,0.97542,0.44797,1.2286,0.90245,2.9407,0.78692
0.44563,1.3698,0.9834,1.0408,0.55477,0.79302,3.1101,1.8733,0.67001
3.0825,1.1669,1.5068,1.0735,0.61254,0.87336,0.70915,3.0963,1.0078
1.1713,1.2071,0.81284,0.87649,1.0067,0.70788,2.6751,0.80853,0.61662
0.92097,1.2116,1.284,0.86526,0.78921,0.96876,2.8787,1.757,0.30804
2.1709,0.66593,0.59944,1.1071,1.3383,0.80283,0.92173,2.6727,0.76147
1.8723,1.3117,1.3467,1.104,1.1362,0.81944,1.0762,3.076,0.45376
3.3315,1.7834,1.6922,0.092772,1.9304,0.3316,0.91127,3.7001,0.42948
2.6024,1.5792,0.44397,0.73277,0.83595,1.4844,1.5582,3.1126,1.0386
0.7052,1.268,1.3684,1.032,1.2773,0.67316,2.5418,1.161,0.37465
1.6627,1.4642,1.1566,1.2343,1.5717,0.59842,0.81396,3.2394,0.97912
1.1385,1.2448,1.3031,1.93,0.66706,1.1608,2.5595,1.6041,1.6253
2.6813,0.70894,0.78857,0.29619,0.52932,0.68094,0.65197,3.0264,0.89064
2.847,1.2139,2.001,0.69377,0.83393,1.1196,1.6838,1.3575,3.1444
0.25546,1.3452,0.83668,1.2382,0.50732,0.66949,3.0307,2.0292,1.4059
2.2025,1.0089,1.1615,1.2647,0.36044,0.96888,0.58313,3.3552,0.27064
2.2648,1.1163,1.0733,0.86978,0.31741,1.3481,0.81737,3.245,1.0176
0.93012,1.3136,0.37156,1.0443,1.3327,1.2394,2.8904,1.5393,1.57
2.9555,0.92627,1.5526,0.40971,1.6054,0.90861,2.5234,2.9366,0.81175
2.1907,1.1293,1.5957,1.1096,1.1119,1.1335,0.74257,2.8307,0.72016
1.1482,1.3174,0.79282,0.83411,1.2696,0.60963,3.1332,0.83964,0.87735
2.6796,0.946,1.13,1.3227,0.94843,0.49028,1.6978,3.0366,1.1078
1.3668,1.7134,1.0132,1.0666,1.0256,1.0933,1.257,1.4247,1.9958
2.4459,1.4284,1.3648,1.0077,1.1162,0.82133,1.0526,2.9868,1.3701
2.8678,1.4048,1.5723,0.37242,0.43638,0.81314,0.22086,3.6496,1.384
2.8732,1.3884,0.79079,0.87739,0.45487,1.0052,0.88595,2.9387,0.50793
2.7544,2.8719,2.8439,2.699,1.0516,1.1702,1.6175,2.1854,2.3745
2.1405,1.2426,1.4399,0.7821,0.40662,0.78909,0.32745,3.1552,0.7942
3.0657,1.3784,0.99785,1.267,0.39917,0.45198,1.0875,3.3624,0.7226
2.5321,0.79987,1.0088,1.1389,0.96221,0.82383,1.2337,3.0443,0.69508
2.629,1.0617,0.57069,1.2275,0.84228,0.91596,0.87192,2.9971,0.87547
0.9989,1.056,1.0289,1.0477,1.116,1.163,3.0691,0.95632,1.2003
2.9855,0.99664,0.41855,1.0749,0.92799,0.61174,1.0483,3.0769,0.31705
2.987,0.98736,1.2137,0.73957,0.59841,1.2063,1.1308,3.1849,0.56963
2.5991,1.1596,0.90798,1.0484,1.322,0.46251,0.57608,2.7299,1.1082
1.4174,1.6004,1.5262,0.78742,1.0096,0.74146,2.3209,0.8158,0.81659
1.8878,1.325,0.96536,0.87949,0.93492,1.1154,1.5307,2.4499,1.375
2.8836,1.6431,1.2601,1.0644,1.0645,1.2483,1.1218,3.5411,1.1725
2.3293,0.92959,1.0293,0.84438,0.18069,0.79943,1.2856,3.1195,0.67129
0.38325,1.4223,0.17839,1.1217,0.89708,1.0282,2.6932,1.3121,0.92832
1.8454,1.0757,0.76885,0.96603,0.85164,0.38103,1.5712,3.2096,0.75145
1.1991,0.85061,1.2597,1.004,0.85079,0.8286,2.7225,1.0056,0.7517
2.3188,0.96532,1.3871,1.1902,1.0153,1.0132,0.11119,2.8686,1.0561
2.5929,1.3918,1.4227,0.32304,1.6933,0.41068,0.54212,3.4638,0.34859
2.9708,1.0588,1.084,0.8716,1.0411,0.63251,0.87239,3.228,0.63541
1.8682,1.395,1.3728,0.98034,1.4108,0.4779,1.2285,3.2215,1.0841
2.9952,0.79618,0.70834,1.1552,1.6492,0.51345,1.4343,2.9204,0.7436
2.2746,1.0328,1.2477,1.3815,1.5254,0.9336,3.1492,1.4238,1.1527
0.78477,1.1645,1.2446,1.0168,1.1164,1.1078,2.7654,1.2557,0.5534
2.2562,1.0149,1.1911,1.2463,1.3157,0.34307,1.0301,3.0642,0.2254
3.0458,1.3397,1.0465,0.39582,0.64582,1.3186,1.3282,3.1434,0.92739
2.2901,1.2843,0.74132,0.97894,1.1105,0.50689,0.61736,2.9854,0.68157
2.7074,1.111,1.0844,0.70302,1.3557,0.64105,0.78191,3.1021,1.0596
1.2425,1.3611,0.85135,0.75952,1.5382,0.76814,3.2659,0.69781,0.99247
3.0648,1.4727,1.2484,0.18651,0.36486,0.23713,0.22361,3.4295,0.27301
1.3538,1.1189,1.2196,0.8525,0.91167,0.83959,2.9998,0.7896,0.66379
2.7532,1.2942,0.89228,0.2458,1.3727,0.39638,0.64313,3.1432,0.53859
2.1216,1.3611,1.0163,1.0898,0.4924,0.80916,1.4039,3.113,1.2399
0.64024,2.0109,3.5964,0.75574,1.0196,1.6247,1.5486,1.1796,0.7529
2.8251,0.5462,1.3635,0.69684,1.0615,0.93999,0.53694,3.2827,0.887
2.4634,1.4406,1.7488,1.2885,0.56459,0.66867,0.8765,3.198,1.3419
2.9961,0.99356,0.39582,0.72611,0.95098,0.69131,0.80508,3.1832,0.59611
2.2092,0.68165,0.96933,0.97838,0.72733,0.95215,0.44371,2.9436,0.94169
0.58721,1.0757,1.5501,1.0786,1.1747,0.9966,2.9235,1.1399,0.60291
0.2999,1.1163,1.431,1.2676,0.39919,0.54964,2.7877,1.8593,1.3935
3.1077,1.557,1.4241,0.35657,1.1533,0.35288,1.0668,3.4098,0.57388
2.1479,0.93619,1.5864,1.244,0.66189,0.73275,0.98173,3.0537,0.96965
2.406,1.3918,1.0791,0.50488,1.2375,0.91598,0.98169,3.2288,1.1317
2.538,1.3983,1.4937,0.42689,0.81079,1.1555,1.2026,3.272,1.1682
2.4243,1.3681,1.0987,0.81731,0.52868,0.96128,1.0761,3.1016,1.3133
2.7438,1.0239,0.33599,0.89604,0.50131,0.77791,1.4084,2.9333,0.93877
2.7708,1.1571,1.6059,0.56503,1.1686,0.73006,0.62782,2.9789,0.98358
2.4301,0.85415,1.452,0.80284,0.28155,0.53884,1.1278,3.2517,1.2231
1.9884,1.3136,0.61792,0.82354,0.82335,0.88096,0.76328,2.2789,0.81576
2.2664,1.3967,1.231,0.45978,1.0345,0.28003,1.0359,3.5545,0.62557
1.1496,1.2883,1.0611,0.9853,0.99186,0.41706,2.8013,1.2636,0.93305
0.8096,0.99356,0.90898,1.2002,1.1439,1.2499,2.8913,1.5012,1.298
1.3933,1.2116,0.57267,0.61097,1.1806,0.95213,3.0818,1.1368,1.1038
1.8568,1.5015,0.98358,0.61746,2.7107,0.75905,1.0912,-0.028568,2.534
1.2968,1.6351,0.68784,0.72017,0.88088,0.72426,0.98926,1.2421,1.0651
2.5663,1.4989,1.458,1.7432,0.47495,1.0037,0.89224,3.1062,1.3206
2.3614,1.4207,1.6163,0.3642,0.53498,0.68475,1.0074,3.1771,0.73926
2.7558,1.1742,1.0064,0.71466,1.4577,0.45565,0.92459,2.8962,0.4677
2.7481,1.0269,0.28208,0.96973,0.92881,0.87634,0.60651,2.9397,0.86665
1.8407,1.4466,0.33624,0.90859,1.3557,0.92913,0.90401,3.2684,0.60519
0.26848,0.89594,1.217,1.0602,1.0592,0.79701,3.0018,1.3271,1.3373
2.344,1.1979,1.3338,1.1175,0.23977,0.9441,1.7002,3.1175,1.505
2.2099,1.4223,1.5204,0.98808,0.84429,1.1753,0.47102,2.3461,1.3433
2.5791,1.2295,1.072,0.53512,1.0001,1.1299,1.1962,3.0768,0.69586
1.1826,1.2554,1.0031,1.1228,0.87403,0.85728,2.4813,1.0648,0.76857
2.4355,1.5982,0.61931,0.80366,0.92469,0.72619,0.92318,3.373,1.1856
0.69829,0.78131,0.21139,1.0531,1.3799,0.59686,3.0911,1.404,0.91267
2.4161,0.73592,1.0309,0.99076,0.58188,0.75823,0.29442,3.1047,0.27713
0.84712,0.93619,0.78925,0.99355,1.2183,1.0646,3.243,1.4273,1.4538
2.3712,2.5399,2.4877,2.3546,0.79174,1.4937,1.2256,1.8188,2.1311
1.9861,1.1084,1.0272,0.71942,0.2398,0.94998,1.0422,3.0415,1.005
2.6621,1.4613,1.3965,0.65214,1.7521,0.8677,0.70149,3.1949,0.62599
2.9635,1.855,2.9548,1.8227,1.2103,0.67549,1.1923,0.88032,2.4119
2.2116,0.61036,1.0537,0.69279,0.59283,0.62002,0.80919,3.2317,1.4378
2.5257,0.95248,1.1665,0.538,0.83161,0.564,1.0393,3.2147,1.1209
2.6857,1.0386,0.7519,0.66423,0.67224,0.35161,0.24987,3.0132,0.90117
1.795,1.5388,1.6951,0.72801,0.87752,0.99278,0.43549,2.688,1.1246
1.5563,1.1396,1.3973,0.80213,0.90218,0.981,2.597,0.49967,0.80491
2.1356,1.0386,1.1061,0.60047,0.74232,1.092,0.66753,2.8186,0.85246
1.948,1.1718,0.93112,0.82073,0.99459,0.77673,0.79125,2.8309,1.126
2.7728,1.5199,0.92241,0.90537,1.7104,1.0471,1.3019,3.3528,0.82256
1.2762,1.1932,0.71088,0.6374,1.4052,0.64643,2.6887,1.0184,0.84892
