MHCII,Autofluo.,CD11b,CD64,CD161,Ly6G,CD3,CD19,CD11c
1.446,1.1189,1.2795,0.62285,1.478,1.1917,2.6337,0.62281,1.3821
2.8356,1.3967,0.81603,0.77496,1.4696,0.30606,1.2823,3.093,0.55071
2.7107,1.4391,0.87604,0.95932,1.1889,1.023,1.3061,3.3345,0.4844
0.35681,1.0028,1.0626,1.1065,1.0501,0.70163,3.048,1.6459,0.74806
3.0515,1.3541,2.0438,1.0818,1.0557,1.1108,2.659,1.3708,2.6916
1.2092,1.4,1.7285,0.81017,2.305,0.76377,0.26555,0.92131,0.95022
2.4027,0.88218,1.4434,0.51892,1.6758,0.35153,1.2347,3.19,0.85746
2.8613,1.4555,0.44861,1.3397,0.84193,1.3968,1.3823,3.2179,1.1164
0.40692,1.695,1.3478,1.1873,1.1298,0.74528,1.3726,1.3719,0.70956
2.9214,1.084,1.8759,0.81348,0.78674,1.1661,0.93247,3.0246,2.1807
2.8266,1.5069,1.2218,1.2607,1.9045,0.88197,1.4245,3.4148,1.4509
3.0581,0.89936,0.77712,1.4005,1.0103,0.92735,1.1111,3.0165,0.49684
2.8265,1.2048,1.1461,0.55912,0.73434,0.77923,0.59108,2.9866,0.18634
1.6147,1.2317,1.3921,0.6477,0.93956,0.98458,0.57728,2.9812,1.1263
1.8551,1.1003,0.14254,0.7003,0.88432,0.62056,0.67479,2.9496,1.3484
2.9566,1.3983,1.5038,1.3628,0.44099,1.114,1.0465,3.3606,1.3895
1.8041,1.0785,1.5705,0.77967,0.81557,0.90486,1.1786,3.1266,0.58231
1.3918,1.4269,1.0028,0.92556,0.9625,0.98119,2.3702,1.3921,1.1042
1.8641,1.2184,1.248,0.89313,0.48205,1.0361,0.58155,3.0226,0.85637
1.6676,0.92627,1.4772,0.94791,0.74989,0.80018,1.0198,3.0846,1.0006
2.4418,1.467,0.37238,0.53317,0.43342,1.2465,1.2501,3.1534,0.85638
2.6551,1.3324,1.2768,0.60072,0.9982,0.68306,0.59424,3.0459,0.31669
2.361,1.0617,1.0142,1.2945,0.29142,1.3251,0.38959,3.2667,0.68771
2.5573,1.0617,0.89661,0.66358,0.991,1.0348,0.92147,3.1614,0.80245
2.0215,1.0729,1.0399,0.89554,0.8587,0.4469,0.78983,2.2328,0.79682
3.1772,1.8015,1.2529,0.44159,1.5933,-0.099412,1.1868,3.7428,0.77821
2.9683,1.7871,1.3642,0.72099,1.5388,0.33886,1.0983,3.5009,0.55786
2.3731,0.93289,0.61121,0.97971,0.19298,0.67043,0.38301,3.2455,0.76946
2.6892,1.1446,1.2653,0.36167,0.7947,0.73498,1.0818,3.0233,1.2233
2.6567,1.4048,0.58454,0.59205,1.2801,0.010614,1.0132,3.2077,0.76004
2.9132,1.6371,0.9679,0.76159,0.15248,0.48549,0.36277,3.5768,0.81707
0.56703,1.7812,0.75703,1.0091,1.7248,0.61119,2.9858,1.3288,1.2267
2.5879,1.0058,1.2385,0.42314,1.1415,0.90806,1.0654,3.2515,0.5797
1.5007,1.1267,1.3695,0.93435,1.0978,0.91565,1.0802,3.1984,1.2295
1.1005,1.3488,0.87438,0.84082,0.80138,0.78798,2.6502,1.1805,0.57756
2.1898,1.8814,2.4645,0.80454,0.76872,1.5405,1.3096,2.7165,1.8476
2.2583,0.67773,1.0201,0.71605,0.85,0.96884,1.1784,3.123,0.62811
1.274,1.1471,1.2375,0.80379,0.82768,1.0246,3.0437,1.4873,1.2272
0.32266,1.2982,0.42106,0.94104,0.58236,1.1456,2.7672,1.6275,0.9124
1.9561,1.3611,1.8326,0.82848,1.3955,0.59738,0.97774,2.9238,0.50834
2.9026,1.7433,3.0153,0.90163,1.3099,0.95498,0.91016,1.3544,3.1302
2.3311,0.57432,1.4119,0.8579,0.78957,0.7549,0.72482,2.5145,0.81301
2.4672,1.596,1.4066,0.91324,0.93857,0.60263,1.2744,2.2508,0.896
3.1099,1.6832,2.7679,0.77907,0.48491,1.3572,0.52591,1.7596,3.3012
2.407,1.0895,0.71568,1.1983,0.50359,0.71225,0.79063,3.0537,1.0732
1.4351,1.1137,0.5206,0.78507,1.0697,1.043,2.1884,0.30589,1.8529
1.3091,1.3594,0.24324,0.59289,1.2253,1.0721,2.6691,0.9398,0.52269
2.5351,1.3434,0.74678,0.76369,1.4523,0.26703,1.2372,2.5709,0.65881
0.5315,1.3193,0.27775,1.1082,1.078,1.1807,3.0,1.6131,1.2261
2.6676,1.3452,1.4452,0.28113,0.92381,1.0121,0.76618,2.9854,0.8199
2.6208,1.3212,0.88339,0.89656,1.0917,0.56494,1.1137,3.0546,0.61555
2.9279,1.347,1.4389,0.88475,1.8715,0.46638,0.73316,3.5049,0.29022
1.0328,1.3817,1.4897,0.76448,1.069,0.81091,1.8301,0.9667,1.6148
0.992,1.1742,0.89009,1.0479,1.1424,0.49982,2.92,1.0467,0.90659
1.9506,1.6491,0.84706,0.99999,0.099411,1.0444,1.3069,3.4426,0.70487
2.4997,1.7568,2.1868,1.2861,1.1461,1.2149,1.2276,1.1564,3.242
2.9533,1.3523,1.2107,0.2537,0.70437,0.78164,0.8993,3.486,0.74575
0.44877,1.7269,3.654,1.4477,1.1864,3.2184,1.4715,1.6405,1.0252
2.3853,1.4825,1.2578,0.41441,0.98141,0.9224,0.79786,3.1134,1.1742
0.69742,1.2116,0.21549,1.1741,1.0884,0.51725,2.8414,1.5237,0.88642
1.6507,1.137,1.1061,1.1838,0.75438,1.2386,0.26773,2.2405,0.91014
2.7822,1.4598,1.0636,0.41227,0.22226,0.95681,1.1042,3.3407,0.95848
0.78387,2.018,3.8727,1.2271,0.64347,2.8753,1.7799,1.9114,0.92807
1.2966,0.71668,1.1829,0.88611,1.4598,0.71156,0.8924,2.2679,0.70139
2.6794,1.1241,0.48684,0.50972,0.18711,0.39402,0.24226,3.3263,1.2384
1.5749,0.97168,0.48733,0.67404,1.3581,0.7351,3.0991,0.73417,0.81157
2.4913,0.93947,0.83816,0.70534,0.84932,1.1252,0.45072,3.0679,1.1872
2.6558,1.4032,0.73045,1.1214,0.7552,0.96234,0.95268,3.2229,0.14281
3.0993,2.087,1.5657,0.61187,0.16564,1.7609,1.1104,3.901,0.63899
2.377,1.5927,0.23895,1.2827,0.66372,0.65012,0.75608,3.0304,0.97578
2.602,1.5413,1.3107,0.77858,0.95617,0.19094,0.87272,2.9712,0.72786
2.6479,1.2962,1.7083,0.62213,1.2356,0.096321,0.86024,3.1212,0.66214
2.9767,1.8078,2.2715,0.89057,0.69754,1.1005,1.8473,1.7091,3.7833
2.5576,0.62233,0.50625,0.75842,1.2148,0.8057,0.57325,2.6084,0.62165
2.7224,1.4331,1.3767,0.92507,0.92997,1.2092,0.71515,3.3371,0.79707
2.3889,1.0617,0.39629,0.44893,1.5256,0.36763,0.19706,3.3696,0.18106
0.84966,1.4555,1.2613,0.98047,1.102,0.99203,3.0924,1.1454,0.63817
2.437,1.0895,1.7622,1.1174,0.41568,1.353,0.96508,3.0217,0.99061
2.8898,0.63824,0.97851,0.61274,1.3237,0.53636,0.63287,3.1645,1.0452
2.7685,1.0089,1.3335,0.54615,1.5969,0.48519,0.57687,3.1513,0.45615
2.5564,0.92959,0.61654,1.2451,0.47736,0.95692,1.2233,2.8376,0.63151
1.6474,0.90276,1.0232,1.2364,1.2331,0.48618,0.75423,2.912,1.014
0.81911,0.92295,0.69769,1.0938,0.74582,1.2776,0.60832,3.0609,1.0488
1.0919,1.4048,0.75787,0.87414,0.9374,0.56298,2.9088,1.4545,1.2577
2.9612,1.2903,1.2921,0.29034,1.5347,0.77068,0.89784,3.4651,0.98258
2.7701,1.0473,1.2088,0.74486,0.86807,0.79363,0.72633,3.2081,0.74516
2.5099,1.3324,0.79284,0.86607,0.61677,0.92139,0.46596,3.0835,1.1261
0.27097,1.3117,1.5351,1.1835,0.82725,1.1856,2.6079,1.7223,0.88604
2.1665,1.179,1.0959,0.72433,0.21191,0.38679,0.82873,3.1406,0.78882
2.351,1.2491,1.1716,1.4831,1.1036,0.39872,0.44317,3.4058,1.5859
0.92749,1.2139,1.1663,0.76766,0.88833,0.9958,2.3952,0.63447,0.76905
1.9157,1.2317,0.99165,0.77793,1.2326,1.0842,0.97805,2.6266,1.1534
2.2625,0.70117,0.86788,1.0199,0.92739,0.67423,0.82442,2.897,1.2236
2.5147,1.0502,1.5436,0.14317,0.47383,1.1563,0.58041,3.0327,0.64522
2.7755,0.74737,0.65176,0.63824,1.1993,0.44612,0.26012,3.0543,1.0531
0.76365,1.1694,0.70926,0.79077,0.8752,1.1381,2.8712,1.4029,0.52967
2.6071,1.4238,1.1479,0.63284,1.3266,0.83219,0.49763,3.1136,1.5115
2.2422,0.78504,1.1301,0.96743,1.1751,0.84718,0.94771,3.0976,0.55742
2.5277,0.92959,1.5571,0.9113,1.0372,0.62448,1.2132,2.9241,1.294
0.39437,0.98736,0.80377,1.076,0.90437,1.0299,2.9635,1.3917,1.2538
0.99062,0.95248,0.97248,1.014,1.0496,0.84727,2.6685,1.2902,0.87349
2.911,1.9673,2.4517,1.0336,0.67735,0.93499,1.7416,2.7165,3.4153
1.498,1.1471,0.92105,0.5566,0.90608,0.8397,2.5281,1.0685,0.87874
2.123,0.9129,1.1764,0.89012,0.58593,0.83454,0.92472,3.1232,1.1721
2.4157,1.3324,1.5887,0.68386,1.1194,0.30842,0.84789,2.929,1.1386
2.0157,1.3918,1.6859,0.89308,0.066333,0.57372,0.73444,3.5927,0.38324
1.5196,0.85415,1.4648,0.59103,1.0459,1.0693,2.9714,0.33065,1.2231
1.8552,1.2962,1.4975,1.0646,1.4617,0.21434,0.7199,3.0782,0.44684
1.6957,1.2596,0.26658,0.8579,1.5795,0.74568,2.6241,1.222,0.70059
2.5046,1.2982,0.62897,0.81741,1.0469,1.1914,1.0426,3.1082,1.2274
1.2733,1.162,0.87189,1.0229,0.92451,0.70642,2.8978,1.1801,1.0953
0.57337,0.46191,1.086,1.2516,0.57728,1.1854,0.61863,2.9975,1.235
1.5183,1.7294,2.7656,0.94549,2.875,0.51656,0.88276,1.2863,1.5205
0.83841,1.0949,1.375,0.85071,0.83224,1.3512,2.683,1.1794,0.69263
3.3805,1.3361,1.1006,0.59189,0.84788,0.49544,1.0327,3.4238,0.89043
1.3305,1.3646,1.0912,0.74108,1.0095,1.0787,2.9129,1.0693,0.99212
0.5263,1.3155,0.9582,0.89706,1.0743,1.0768,2.8118,1.1382,0.92334
2.7454,1.0298,0.52931,0.667,1.2891,0.51167,0.65775,3.0319,0.60223
1.2878,1.3505,1.0193,0.77092,1.226,0.51372,2.6646,0.80154,0.74558
2.5166,1.306,0.48507,0.61846,0.78103,0.96686,1.4173,3.1811,1.3719
1.0559,1.2823,0.47939,0.71664,0.92896,0.94528,2.8367,1.5157,1.2242
2.5682,1.4555,1.1496,0.24534,0.47181,0.88686,1.1488,3.3102,1.1386
2.3723,1.0415,1.2005,0.78101,0.62642,0.71384,0.55658,3.1325,1.2888
2.7167,1.5029,1.0156,1.2178,0.6234,0.63302,0.68061,3.3464,0.44731
1.5718,1.3021,0.77208,0.62022,1.2071,0.78005,3.1755,0.31394,0.61198
3.4688,1.695,3.5149,0.7461,0.6965,0.14795,2.1973,1.7207,3.7268
1.0462,1.3379,1.5335,0.6048,0.8623,1.1932,2.5955,1.6645,0.94209
2.489,1.084,0.55888,0.68343,0.614,1.0996,1.0593,3.0782,0.77107
2.3689,1.9174,1.3087,1.6577,1.3332,1.1344,1.5294,1.0037,2.6795
2.3662,1.4376,0.50557,1.0279,1.1418,0.63625,0.84064,2.8061,0.67145
2.7134,1.1003,0.30461,0.40327,0.91729,0.63698,1.4726,3.1986,0.90773
2.6943,1.0298,0.37749,1.0592,1.0815,0.78705,0.8546,2.9266,0.46442
2.3617,1.1421,0.81971,0.94288,0.63125,0.93591,0.73028,3.1319,1.0988
2.9226,1.2094,0.85023,0.93149,0.22955,1.3309,0.45533,3.0934,0.67839
2.5778,1.2596,1.2009,0.61292,1.3587,0.57032,1.0002,3.3342,0.03546
2.5041,1.3664,1.2373,0.77251,1.2669,0.77927,0.69284,2.9496,1.2054
2.3742,1.2923,1.2246,0.95295,1.3782,1.1826,0.90694,3.0805,0.8923
0.67703,1.4642,0.72511,0.91642,0.7044,1.2192,3.2313,1.1003,1.0396
2.1002,1.5388,0.36569,0.92268,0.27107,1.1699,0.87127,3.4549,0.43122
1.0083,1.3541,0.55525,0.78003,1.1172,0.87191,2.6236,1.1674,1.023
0.38259,1.1718,1.0711,1.081,0.99702,0.91104,2.8642,1.5298,0.97807
2.1213,1.2659,1.0886,0.99001,0.58423,0.85351,1.2555,3.1083,0.59388
2.3624,1.2491,0.97059,1.0501,0.78715,1.3963,0.88478,2.6396,1.5158
2.1414,0.83989,0.80417,0.84897,1.0985,0.81968,0.67794,2.7458,1.3692
1.6973,1.3268,1.1829,0.65515,0.50603,1.0463,1.4351,3.096,1.1271
2.3615,1.2025,0.60451,0.21984,1.5605,0.78625,0.71305,3.3755,0.22644
0.68328,1.3452,1.3561,0.96645,0.99302,0.84653,2.6771,1.3623,0.60186
1.0399,1.4315,0.71363,0.96378,0.89666,1.302,2.7889,0.6374,0.89639
2.7475,1.304,0.82911,1.2056,0.48807,0.57166,1.0642,3.107,1.2592
2.1291,1.2383,0.66319,1.0197,0.8195,0.91216,1.1662,3.0861,1.0927
2.7938,1.9012,3.2904,1.5283,0.54528,0.98308,0.93726,2.8773,1.2973
2.7654,1.4908,0.64163,0.52063,1.3717,1.0597,0.98748,3.0336,1.5593
2.6093,1.3868,1.1634,0.51108,0.80667,0.65136,0.39532,3.3105,0.55219
1.5619,1.3193,1.364,0.68666,0.83324,1.1049,2.7654,0.95271,1.2661
2.8125,1.0922,0.82145,0.69038,0.92872,1.3476,1.475,3.1326,1.2459
2.5684,1.162,1.357,0.38184,0.88091,0.93682,1.2077,3.1959,0.7451
1.3175,1.1137,0.53722,0.87918,1.3183,0.60482,2.4652,0.52728,1.3778
2.6542,1.0149,1.4548,0.53913,1.4933,0.6458,0.37405,3.1252,0.81252
1.5557,1.2094,1.4683,0.58992,0.8638,0.7412,2.9683,0.94269,0.84042
2.3853,1.1057,0.88311,0.7505,1.075,1.2405,1.0823,3.0804,1.0578
1.2519,0.97484,0.66371,0.96294,0.86174,0.82925,0.34279,2.6925,0.53152
2.6206,1.6578,0.95833,0.78895,1.2917,0.40168,0.87175,2.6202,1.3827
0.91706,1.2361,1.0908,0.83101,1.2732,1.1266,3.0139,0.3325,0.91066
1.1391,1.6588,3.2908,0.65935,1.1865,1.1508,0.80131,1.1836,2.1137
0.641,1.2575,1.3286,0.88207,1.2355,0.63296,2.9532,1.45,0.98906
1.1186,1.3767,1.2044,0.82451,0.95451,1.358,3.0087,0.7052,1.105
2.9764,1.5212,1.5777,0.14203,1.6091,0.26726,1.2994,3.5071,1.1449
1.2217,0.72824,1.3475,1.2304,0.58035,1.2567,0.69321,2.9235,1.6683
2.848,1.268,0.71441,0.39251,0.92435,1.3953,0.7569,3.0656,0.50527
1.9277,1.0976,0.66297,0.78638,0.75694,1.0724,1.4614,3.0485,0.94005
1.7153,1.4569,0.85146,0.61106,0.84521,1.3454,2.9659,1.1871,0.57285
2.353,1.0089,0.66499,0.77987,0.45237,1.097,0.59353,3.0877,0.35562
2.6973,1.3576,1.645,0.93941,1.096,0.29399,1.0047,2.9375,0.97088
2.6743,0.70117,0.5486,0.56788,1.3693,0.95784,0.43815,2.622,0.89467
2.7628,1.3415,1.2856,0.32382,0.97461,0.9162,0.63044,3.3169,1.2477
1.2815,1.3379,1.0462,1.0064,1.0235,0.75072,2.5196,0.98856,0.98726
0.52749,1.2025,0.5757,0.97266,0.935,1.0481,2.8119,1.5279,0.76733
2.814,0.60637,0.98355,0.89355,0.97188,1.2055,0.67363,3.0878,0.52134
0.9082,2.0055,3.8326,0.23748,0.97996,0.82633,1.8624,1.8154,2.3511
2.222,1.0949,0.73873,0.5495,0.53908,1.1358,1.1758,3.0454,0.75908
2.3458,1.0357,1.1431,0.79767,0.77843,0.95196,0.24167,3.0745,0.74576
1.1576,1.4331,1.0119,1.2926,0.081163,0.58927,1.2407,3.5738,0.64655
2.7711,1.3268,0.93436,0.95148,0.54238,0.82435,0.51672,3.1218,0.63774
2.4245,0.96532,0.6392,1.1415,0.31749,1.0273,0.66279,3.1291,0.98498
1.5534,1.3287,0.69022,0.76453,1.3331,0.66522,2.9084,0.62153,1.1772
1.8626,0.66593,1.2048,1.2989,0.92185,1.3726,0.51025,3.0757,0.74749
2.1944,1.0473,0.70808,0.7606,0.98401,1.0534,0.80161,3.1857,0.73998
2.375,1.2094,1.2737,0.64407,0.86767,0.38649,0.90268,2.9599,0.38515
2.4132,0.83989,1.0795,0.7978,1.3051,0.51168,0.48293,3.0873,1.067
1.2037,1.5095,0.96744,1.0942,1.1493,1.0457,0.95277,2.4162,0.89013
1.2187,1.3306,0.1602,0.87596,1.0488,0.69269,2.8494,0.96185,1.4247
0.86172,1.43,1.287,1.0018,1.6072,0.40359,2.985,0.82261,0.77271
2.7157,1.2741,0.99998,0.70555,0.075168,0.65969,1.2093,3.4235,1.0437
2.99,0.99356,1.3852,0.55563,1.5739,0.52207,0.93599,3.2158,1.2916
2.3865,1.5558,1.3166,1.1753,1.0453,0.61615,0.51494,3.3609,1.1121
0.64622,1.2139,1.687,1.0764,1.0567,0.55791,3.1523,1.409,1.1529
2.5581,1.488,0.8438,0.45981,0.50641,0.37576,1.1076,3.342,0.94181
2.6916,0.93619,1.0469,0.91034,0.74682,0.84638,0.39912,3.0626,0.79045
2.7669,1.1057,0.64791,0.86842,1.1117,0.73496,0.66596,3.2355,1.1379
1.6452,1.2448,0.37104,0.64221,1.1957,0.93641,3.1908,0.62762,1.1242
1.4242,1.2162,1.5143,0.60879,1.018,0.62667,2.5716,0.64774,1.3314
2.4886,1.0531,1.3366,1.0471,1.2476,0.29482,0.30351,3.0073,0.81282
2.4807,1.2229,0.93014,0.46313,0.98325,0.8267,1.1319,3.02,1.2375
3.0904,1.6851,0.76606,1.3208,0.54929,0.54092,0.87349,3.2161,0.92823
2.6023,1.5002,0.88066,1.0479,0.77277,0.35952,0.51009,3.2219,1.4135
2.1915,1.2094,0.91782,0.63198,1.2475,0.74211,0.44145,3.0125,0.52072
0.89526,1.1137,0.86953,1.0815,0.87662,1.528,0.27535,2.4642,1.2784
2.6445,1.7584,3.0193,1.0381,0.77516,0.64641,0.63621,1.721,3.4412
2.849,1.1596,0.79562,0.49522,0.35596,0.7543,0.74336,3.0379,0.28286
2.7866,1.9229,0.5462,3.6178,1.0501,2.1814,1.0873,3.2713,1.5791
1.7174,1.2782,0.8745,0.83621,0.94061,0.79423,0.385,1.8232,1.1708
2.7591,1.347,1.2613,0.47412,0.81224,0.91825,0.60225,3.3221,0.8617
2.2119,0.65409,1.237,0.51822,1.1083,0.73948,0.75797,3.1111,1.0733
2.8462,0.64617,1.3889,0.36468,1.4388,0.56908,1.4493,3.0852,0.62355
1.0854,1.2002,0.45356,0.85825,0.92934,1.3012,0.34529,2.9532,1.6138
0.68506,1.0531,0.75397,1.0804,0.95891,0.7547,2.8862,1.4685,1.2746
3.0046,1.7922,1.435,0.46293,0.54175,-0.022925,1.4762,3.7431,1.4557
2.4072,2.6681,2.6866,2.7679,0.77339,0.64425,1.9659,2.1139,2.367
2.7109,1.6914,0.83631,0.23467,0.59081,0.91152,1.5091,3.4941,0.60497
2.7922,1.162,0.78659,0.64241,0.59442,0.89701,1.1426,3.0485,1.2965
0.77358,1.4481,0.89292,1.0739,0.64989,0.76535,2.9199,0.90872,0.58511
3.2855,1.6932,1.4804,0.46268,0.015452,0.90441,0.26197,3.629,1.3377
2.7592,2.8655,2.8487,2.6925,1.079,0.82995,1.0081,1.8259,2.2635
2.9557,1.2405,1.7491,1.361,0.98251,0.4417,0.87355,3.041,1.5097
2.7613,1.4811,2.8415,0.55686,0.79366,1.1989,1.0058,1.4408,3.0836
2.6739,1.5758,1.4826,0.41136,1.6001,0.69612,0.55941,3.237,0.75475
2.379,0.70506,0.42016,0.81641,0.55768,0.85978,0.83822,3.1294,0.26495
1.6714,1.773,2.4345,0.69175,2.9265,0.15402,1.6327,0.29308,2.3759
1.4662,1.4346,0.759,1.2047,1.1797,1.2641,0.72073,3.2006,1.5586
1.9823,1.1645,1.0082,0.45523,1.4098,0.85827,2.8095,0.24678,0.99556
1.2997,1.9634,1.9764,0.79024,1.3781,0.95204,1.2736,0.96641,1.4349
1.3168,0.90615,1.0229,0.74542,1.0435,1.0434,2.9561,0.39974,0.87551
0.92186,0.96851,1.0736,1.024,1.0646,0.97759,2.5149,1.1261,0.7266
2.6674,1.4613,3.2289,1.0288,0.91631,0.73279,0.94897,1.3749,3.1063
2.9292,1.3193,0.53263,0.8733,0.88801,0.90155,0.48592,3.1506,1.3639
3.1509,1.3784,0.66143,0.49397,1.2284,0.97288,0.89322,3.1792,0.51089
1.888,1.5225,1.3537,1.2898,0.6299,0.84529,1.3692,3.0943,0.43536
0.54356,1.1861,1.1641,0.94396,0.5449,0.99741,2.365,1.9286,1.1419
2.946,0.75118,0.92511,0.96273,0.77053,0.38763,0.40491,2.9023,0.73175
0.82255,1.1084,0.85882,0.82829,0.96148,1.1179,3.3579,1.2625,0.49264
0.9185,1.0444,0.91645,0.71859,0.87168,0.73146,2.8644,0.9766,0.85018
3.2532,1.6914,1.9395,0.38133,0.73596,0.15178,0.91971,3.651,1.7777
2.8031,1.4627,0.80297,0.19925,0.50587,0.9148,1.1913,3.3953,0.55307
2.5862,1.5437,3.3378,1.7821,1.1896,0.4795,1.1569,0.80942,2.7482
1.5334,1.6796,2.4767,1.0221,0.88044,1.012,1.393,1.8218,2.5427
2.1859,1.2405,1.5569,0.84507,0.88648,0.61398,0.25332,2.9895,0.56045
3.0491,1.5677,1.8743,0.41077,1.6777,0.55202,0.40747,3.5648,0.90256
1.2387,1.1571,0.92112,0.9457,1.3125,0.79622,2.7405,0.84969,1.0071
2.7308,1.3098,1.3793,0.72775,0.71186,0.46951,1.3762,3.055,0.6018
0.83027,0.90953,0.3363,0.89453,1.5207,0.88822,2.6101,0.75984,1.3141
1.9939,0.99356,0.69487,0.82632,0.80189,1.0814,0.61774,2.7812,0.96054
2.9072,1.3523,0.41194,0.63847,0.86656,0.66666,1.1309,2.4052,1.448
0.71522,0.8291,1.0584,1.0824,0.70352,1.0206,3.1943,1.289,0.73745
2.247,0.6738,0.61319,0.40113,1.6984,0.68937,0.99326,2.861,1.0094
2.5396,1.3488,1.8458,0.72275,0.4293,0.7948,1.0094,3.3269,0.72637
2.4372,1.3212,1.2414,0.75527,0.26855,1.3855,1.1972,3.2513,0.56757
3.2903,1.827,1.9002,0.26754,0.90533,0.62615,1.3999,3.6891,0.63767
0.91277,1.1766,1.3655,0.77333,0.79971,1.1421,2.8516,1.4898,1.02
2.4642,1.268,1.0317,0.67699,1.7611,0.48949,0.27974,3.3402,0.85796
1.9904,1.0328,0.43637,0.77994,1.2338,0.94578,0.8215,3.0374,0.54467
2.6035,1.2426,1.3571,0.052307,1.8487,0.46156,0.74829,3.1244,0.96332
1.9275,1.5199,1.2692,0.61945,0.69005,0.83923,0.70838,3.303,0.95852
2.662,0.90953,1.0345,0.42683,1.2617,0.39039,0.63434,3.0302,1.4016
2.3422,1.6004,1.7902,0.91201,0.82577,0.31728,0.97464,3.1297,0.56241
1.9727,0.91626,1.2185,0.96553,0.99116,1.2059,1.2661,2.9997,1.1903
1.7141,0.87872,0.71453,0.52639,1.0472,0.919,2.7587,0.49744,1.0606
2.3228,1.4112,0.47448,0.56943,1.2244,0.40417,0.21467,3.1766,0.46384
1.3335,1.43,0.75881,0.97432,1.1939,0.97483,2.7622,0.51529,1.1188
2.8215,0.95893,0.99706,1.0073,1.3446,0.84457,1.2443,3.0844,1.0869
2.1777,1.0531,0.81078,0.91834,1.189,0.23895,0.7691,2.9636,0.84776
2.3616,1.2923,1.3729,1.1497,1.0587,1.2179,0.94703,2.9564,1.6865
1.424,0.65409,0.86668,0.77907,0.92247,0.69961,3.0726,0.56156,0.94411
0.51996,1.1718,0.73634,1.1857,0.31511,1.1429,3.0852,1.6571,1.5353
2.4456,1.2048,1.3202,0.70964,1.5547,0.45858,0.78419,3.2889,0.36527
2.3561,0.96532,1.0847,1.4437,0.98389,1.0939,0.78376,3.1586,0.82088
2.2882,1.2942,1.1363,0.49831,0.97374,0.41541,0.92107,3.2321,0.98062
2.4041,1.6411,3.2568,1.1799,1.1032,0.83989,1.4855,1.1047,3.2523
1.1748,1.4436,1.1402,0.79364,1.0747,0.5784,2.7823,0.37152,0.57477
3.1346,1.2071,1.3835,0.80813,0.18792,0.45112,1.218,3.3854,1.0022
1.4699,0.86825,0.91257,0.8497,0.89466,0.90035,0.43577,3.0941,1.2123
2.8601,1.43,1.0315,0.68946,1.5102,0.25975,0.382,3.1018,0.79042
1.3554,1.3967,0.63484,0.90007,1.4689,0.36108,2.7907,0.4617,0.72116
2.2385,0.98736,1.3691,1.0873,1.3687,0.50336,0.74219,2.6397,0.77552
2.1701,1.2273,0.98437,0.91064,0.98383,1.3516,0.65888,3.0543,0.87408
1.7815,1.6431,1.1366,0.89816,0.49119,1.171,1.3594,3.356,1.2867
1.565,1.1396,1.0667,0.57572,1.0331,0.821,1.8584,0.2299,0.92279
2.718,1.0812,1.1443,0.10143,0.98191,1.2788,0.93409,2.8804,0.81353
2.6296,1.1979,1.4581,0.87259,0.38051,1.289,0.71498,3.4107,1.1156
0.67241,1.2721,0.73672,0.8176,1.0394,0.81289,3.0897,1.1514,1.3099
2.0313,1.056,0.78179,0.81857,1.1025,0.97175,0.39985,2.7939,0.69292
2.758,1.6289,1.4694,1.3058,1.4798,0.27068,1.3383,3.4598,0.8835
1.1051,1.3174,1.3667,0.94258,0.8018,0.80729,3.0904,0.65726,0.64988
2.6834,1.1293,0.8579,0.64768,1.3515,0.73629,0.56522,3.0925,0.46852
2.7907,1.3801,1.3013,1.1112,1.3492,1.3454,1.3053,2.9979,0.14227
2.8012,1.4048,1.3475,0.83504,0.54645,1.079,0.99472,3.3111,1.154
1.1609,1.5301,1.0869,0.94249,1.155,0.71758,0.45535,3.089,0.60925
0.54737,1.0922,0.51214,0.90651,1.0725,1.0132,2.9416,1.4287,0.97153
2.5405,1.2923,0.77766,0.55759,1.0102,0.46216,1.1423,1.0055,0.67665
2.6812,0.57031,1.1129,0.66336,0.37812,0.62396,0.37219,2.9049,0.7036
1.1794,1.347,0.7144,0.78403,0.81501,0.53992,2.7676,0.90565,1.0094
2.0164,1.4699,1.5193,1.5904,0.54973,0.47831,1.1043,3.4337,0.89865
0.88494,1.347,1.4362,0.88789,0.83025,1.1775,2.3376,1.2145,0.38459
1.7911,1.6636,1.5335,0.93059,1.3926,1.1569,1.0089,3.4139,0.92534
2.3966,0.59436,1.6422,0.71668,0.88804,0.3911,0.44375,2.8891,0.83395
0.9351,1.2139,1.4285,0.90902,1.0503,0.63552,2.2351,0.97586,2.206
2.019,1.2491,0.7949,0.79631,0.94165,1.267,1.2533,3.0211,0.26644
0.54672,0.95248,0.76831,0.86974,0.59835,0.92333,2.5773,1.4614,0.94578
2.7515,1.3434,0.41791,0.38223,0.85867,1.0199,0.38631,3.0487,1.5845
2.2337,1.0617,1.0675,0.94901,0.48945,0.69817,0.50321,3.2883,1.1842
2.7001,1.1189,1.5292,0.10833,1.1862,0.51604,0.35939,3.3066,0.42692
2.6222,1.6154,1.9259,1.541,0.91841,1.0028,0.54692,3.5454,0.5612
1.4685,0.88218,0.53026,0.74788,1.1302,0.82952,0.77488,2.5757,1.1286
0.37499,1.3268,1.5607,1.0176,0.57462,1.0034,2.8479,1.82,0.49907
