tsne_dim1,tsne_dim2,top_attribute_variance,top_attribute_values
-2.030683,24.435095,5,0
-29.698454,-30.759693,0,6
4.855338,25.558155,8,5
-38.381252,-40.60861,6,6
44.94897,24.831867,0,0
-14.244757,-18.778095,1,1
19.646381,9.41062,5,7
24.158314,10.887318,0,0
3.8892462,6.247786,0,3
-5.8228197,20.988878,0,5
29.828035,-16.040905,2,4
8.634558,15.967852,8,7
-27.458652,-25.068893,7,6
14.154394,-14.293529,0,5
31.502756,-2.4431345,3,4
38.55258,29.977615,7,7
-50.009083,24.896355,7,8
9.185318,4.5548935,2,8
-45.972015,-36.149063,6,6
40.30257,12.335574,0,7
12.138297,11.793751,1,0
-40.582428,-17.061947,0,4
-13.454478,21.899237,2,2
-9.087821,19.449001,0,0
12.015889,-22.250391,8,3
37.14508,-1.0620109,6,4
24.51848,-2.638581,4,0
48.979843,8.378326,0,4
-22.942673,-38.012505,6,6
-15.606592,-34.598873,2,6
1.6023962,-6.170795,0,8
-13.401175,12.542448,0,2
50.735016,12.939382,6,4
5.3778644,-12.769672,2,7
32.190018,12.432896,7,8
12.818499,24.973452,5,0
-3.3331099,4.3667707,0,5
41.043945,8.14232,2,0
30.095507,-11.597125,0,4
22.244728,1.8412184,2,0
-17.337908,21.883722,5,2
46.53015,22.900206,6,0
-17.799189,21.828512,5,2
51.81378,11.385987,7,0
-41.476116,-33.39138,6,6
-26.52193,-46.602978,6,6
13.0473995,29.641033,8,2
-18.930326,-39.008003,7,6
-49.025005,-3.4044857,8,4
-48.19082,27.331995,1,8
30.714037,-6.3858747,6,0
23.260462,3.8775952,7,0
-14.083876,6.846827,4,7
-15.597358,20.385483,4,1
-27.343845,-49.349445,0,6
16.459599,11.653423,7,0
43.940403,-5.7413716,0,4
50.764996,10.266688,2,7
-17.871946,-27.687197,7,6
-16.124895,-45.54466,6,6
18.1088,6.172201,3,7
-46.39806,-27.264982,3,6
-30.858698,-22.128056,0,6
15.905951,-19.261614,6,4
-10.821303,6.5169525,7,3
-11.028574,16.371984,1,7
-4.532365,15.32697,7,5
-18.24285,-43.248085,5,6
43.14601,2.493129,3,2
-21.169888,-38.7142,4,6
13.48452,29.858065,8,2
-7.0274444,22.84159,4,5
29.354263,-3.192016,3,0
-31.646526,-30.981852,1,6
33.876717,-10.35223,0,4
-15.36174,-38.920506,0,5
-28.362587,-31.461416,4,6
4.481315,8.324377,4,0
-52.801674,-1.6757256,6,4
-18.058962,-19.34687,6,3
-18.631691,-13.65621,7,8
16.435606,34.715794,7,1
12.741691,-3.3280547,5,3
-33.50107,-24.998283,4,6
-46.228783,23.385984,8,8
-23.696093,-52.431,1,6
-18.629747,14.532563,5,7
-24.932207,-38.618454,3,6
45.078644,-4.0610166,4,4
-3.3685539,7.3890643,7,5
-29.782625,-20.055756,3,6
-14.452883,4.9900355,5,3
-20.956125,-32.86668,8,6
-30.870256,-27.964222,0,6
13.755045,23.949251,7,0
0.52922153,3.677257,5,7
-45.669445,22.106352,6,8
-44.064514,-38.619305,7,6
35.67033,10.196288,0,4
35.638203,-7.4787955,7,3
-8.275235,9.7227,1,3
48.131886,17.2158,5,0
-16.161217,-45.297165,6,6
34.934315,6.277614,5,0
-19.974098,-27.946743,0,6
-48.041183,24.549984,2,8
-46.34393,-36.701206,3,6
-30.78601,-31.289179,5,6
19.45395,26.823343,1,0
23.044882,21.550896,2,0
39.161724,-7.0326104,5,4
-16.217823,-31.822126,0,6
51.23504,12.634042,7,4
-50.89948,-1.7711082,1,4
-2.2541816,6.872799,6,5
-47.33773,26.651022,0,8
-26.277994,-22.35827,4,6
41.938133,22.372776,7,4
-0.8765707,16.390724,3,7
6.4138017,22.97477,7,5
38.739155,28.185232,0,1
8.161275,12.048062,2,5
22.63742,15.7959795,0,7
20.712666,6.713698,8,0
8.543752,21.428165,0,5
-45.270214,-25.71687,4,6
-28.14588,35.984615,2,3
31.750612,-3.0443597,3,4
18.1012,-13.951656,1,7
26.756939,14.984318,1,0
22.351469,-14.684617,8,7
-41.380066,-18.783901,0,4
17.05501,1.4523895,0,5
-16.619549,12.469282,1,7
-37.516712,-24.706535,3,6
-38.89371,-28.396957,2,6
-28.316286,32.910446,2,3
23.692644,-0.6807363,7,7
24.000433,27.607342,6,7
24.659822,6.453357,7,7
40.573265,20.946547,3,4
18.952501,9.730995,1,7
-46.156765,-31.860144,1,6
-28.128265,-33.166664,7,6
-1.5861747,2.473815,1,7
26.59938,28.777622,3,0
-38.25383,-30.626823,3,6
40.87428,8.634042,7,0
22.045496,-13.442331,7,4
-0.5621972,14.4297695,6,7
11.626614,-22.043337,2,3
-28.251438,-29.06603,0,6
-41.73945,-36.23153,0,6
38.060596,6.503793,5,7
-49.845497,-29.706018,7,6
37.04479,18.564823,2,1
-18.690384,-20.082642,8,3
-45.066647,21.234835,0,8
25.928734,-18.316525,5,4
30.290575,29.11978,6,0
-18.520672,-47.775585,3,6
-25.177763,-32.18196,5,6
42.137688,16.833088,1,4
19.908228,-13.100109,3,7
17.454468,31.188456,2,0
-17.602526,-15.803998,1,1
14.426613,25.963905,0,0
-25.952892,36.960583,7,3
-32.043934,-26.002213,7,6
19.725513,2.1022613,4,0
8.977259,11.137961,5,0
-4.2307515,-5.8352156,8,1
51.956825,14.15662,0,7
-6.3454323,4.700042,4,3
-36.607613,-36.08997,8,6
27.597414,7.045468,0,3
29.66935,16.942509,1,0
29.337334,-14.141994,0,4
-17.154469,-39.28645,4,5
14.245353,7.7841115,3,7
-9.401438,15.111909,7,5
16.198322,24.10209,1,0
44.871788,10.043068,6,4
5.2484026,2.7092726,8,7
-50.94008,0.055889647,4,4
-26.638811,-25.337263,7,6
-25.736275,35.70481,8,3
-8.716663,1.8936282,0,7
38.854378,26.750755,8,1
37.368946,-7.82814,3,4
-29.64602,32.02234,2,3
-0.9770303,-8.988886,8,2
-45.770546,-24.66432,0,6
42.67354,23.27178,3,4
30.378334,-10.275249,7,7
-18.034071,-22.71654,7,6
32.312756,-2.3198225,7,4
-6.432741,19.387403,8,5
-42.120335,-16.3311,4,4
4.5379806,-18.740307,1,5
19.900337,-10.748616,1,7
-8.355125,14.141835,0,5
-26.402332,-41.703033,4,6
19.06353,10.265974,8,7
38.068714,-7.5297885,5,4
5.4092193,21.103628,6,5
22.792027,28.792452,3,7
-32.59686,-18.582098,0,6
24.450499,2.0619433,7,7
19.293772,25.218401,7,0
10.193537,3.8250728,7,0
-32.08617,15.369897,6,5
16.2274,24.587063,1,0
-44.83858,26.884373,8,8
-17.520557,5.280035,0,1
-18.640114,-37.832108,8,6
1.4153312,-0.14239617,7,5
12.9453945,28.973978,3,2
13.160982,-15.817108,3,5
2.3867276,25.133467,6,5
-42.27607,-36.52705,0,6
1.6255275,21.394766,0,5
34.567127,-12.273266,7,4
-35.77986,-32.97746,0,6
0.798602,-5.333209,7,5
-19.369553,-18.536743,5,2
45.78007,5.623621,0,4
6.250164,19.44027,6,7
51.571754,18.105352,6,4
-38.59687,-19.429726,3,6
11.708913,14.50758,5,7
45.82643,11.680793,4,0
-6.6493363,19.851654,8,5
-31.032034,29.797499,0,3
-14.052929,-36.879524,4,6
18.040325,32.625828,0,7
31.287945,30.009882,1,0
-14.3888855,12.378988,6,8
-24.18513,-46.2486,6,6
19.86952,21.6742,1,0
-35.746056,-24.227715,0,6
19.786654,-22.42495,3,5
6.685179,12.053415,1,5
4.6100755,27.508217,1,5
-33.462788,-44.358097,4,6
34.56021,18.57678,2,0
12.181106,20.677084,1,0
-2.2420726,18.049728,1,5
-16.574486,-19.220333,5,1
40.60418,-1.4515094,0,0
-33.2956,-29.720707,3,6
-4.6504292,22.020517,6,5
10.982505,18.761934,6,0
9.801053,26.880547,0,0
-37.386215,-25.448856,6,6
43.27764,4.309146,8,4
39.267437,5.1344643,4,4
2.497454,19.614826,0,5
5.940091,21.37351,2,5
16.651196,24.211351,1,0
54.748226,10.689259,0,7
-17.383158,-42.234028,7,6
12.63783,10.646397,3,0
42.76214,19.730707,4,7
18.077642,28.059847,4,7
-42.136326,-33.747856,6,6
-31.229506,-38.35515,4,6
10.95586,-18.151934,0,7
-6.8205476,4.334543,4,3
-33.25113,-37.781017,4,6
-5.5677395,27.231771,0,6
-25.697128,-51.562622,3,6
-27.12506,-37.622902,0,6
-34.55405,22.587652,0,2
47.763145,3.891415,6,4
3.7770283,30.758097,6,5
-39.139366,22.282757,8,2
10.1227665,2.5334775,0,8
-17.505753,-43.83545,5,6
39.95649,21.572758,3,0
-14.580236,22.632751,8,5
15.185528,-22.541233,4,4
46.009045,18.254179,3,0
-23.409296,-51.544285,6,6
-8.438063,11.631599,3,5
-14.489503,4.5804996,5,3
28.762064,1.7633928,6,0
-26.138483,-33.122833,3,6
-30.786406,-27.698063,0,6
32.850822,2.8511038,0,4
-40.587536,-22.333416,5,4
-23.774315,-42.826706,0,6
32.084732,-11.215784,4,7
-20.98958,-38.464996,7,6
17.232391,29.088388,7,7
34.34028,25.573586,1,7
-39.972416,-30.219925,1,6
18.259321,-2.8534884,7,7
10.6138525,-12.099158,3,5
9.271712,33.730366,8,7
0.38702488,26.373035,3,7
33.646908,9.681991,1,0
-7.4630923,7.4806447,6,3
1.0169227,26.420835,3,7
36.033947,-7.046624,1,3
-43.594536,-39.513252,8,6
39.025597,0.42866662,7,4
-30.727982,-33.136288,7,6
0.12659688,-9.297251,6,7
-27.564322,-28.178705,4,6
-17.041178,8.632673,0,3
12.211281,3.1912265,5,7
0.43169886,-6.526084,3,2
-2.833294,-7.535996,5,7
6.4612784,14.743813,4,0
-26.63969,32.496727,7,3
-33.550156,-31.586008,7,6
-28.288301,-46.600376,0,6
37.050995,19.639347,1,4
-6.072074,6.2889333,7,3
-11.70266,25.639572,5,8
-47.011566,-30.237715,7,6
8.50298,-11.911331,0,3
-42.520744,-38.987347,1,6
14.317222,-0.075275965,1,0
26.924398,21.281956,8,0
33.847324,13.113248,3,1
8.022461,32.097782,0,8
-9.686668,13.988198,8,5
-35.093784,-36.057053,0,6
-27.666534,34.42386,6,3
-42.686924,-29.421642,4,6
21.877687,21.837782,6,0
-20.834042,-40.852417,6,6
-28.691124,-44.752163,3,6
38.338505,22.874445,0,7
19.35919,28.722536,5,7
-3.181565,9.189801,4,5
-27.25155,-34.02529,8,6
-1.5014137,9.593785,3,7
43.481785,-3.0835333,0,4
31.849627,-15.282871,4,3
-20.670902,-28.678225,7,6
-39.710857,-35.662853,7,6
-5.449671,13.095402,0,5
5.7309,-2.6352441,7,5
3.8530376,26.571884,0,5
-29.916775,-36.546677,6,6
-11.091113,8.780007,1,3
-49.18406,-1.9672401,6,4
-27.063404,34.83648,2,3
18.15252,17.000149,7,0
1.816551,-1.9705085,6,5
36.08841,7.9764533,1,4
47.63974,13.624921,3,0
26.680704,-22.206032,2,7
50.500767,18.475824,4,4
-6.547651,7.211332,6,3
-27.558928,-21.259882,1,6
39.76686,25.976791,2,1
9.826888,-2.2583997,2,3
24.875261,6.4940643,7,7
40.897263,0.82162744,1,4
-15.449957,-27.975588,5,6
5.7304006,-15.7117195,4,5
5.7964478,-2.7875295,2,5
-11.595809,25.705873,5,8
49.366226,10.949265,0,4
7.1744485,-2.3135204,3,0
-32.375244,14.287093,2,5
-12.690286,-34.7178,2,6
13.568662,1.4560764,0,0
-21.728447,-23.169073,2,6
16.485992,2.4624434,3,5
-26.362328,37.2683,2,3
-34.68205,-25.852917,6,6
-9.112255,-1.2568177,6,5
0.9459112,-5.916211,3,5
51.10881,20.920357,0,4
-50.205536,-2.5062602,8,4
-33.507584,-19.691483,2,6
-49.57743,26.645187,0,8
6.6857004,15.063962,4,0
18.020424,28.980595,4,7
-24.586473,-34.801994,2,6
42.15115,-2.9668336,7,0
19.176205,-21.156576,0,3
-10.811305,3.0148153,8,3
3.4180646,29.056583,8,5
-18.790771,-18.250296,7,1
31.453466,-2.6012902,3,4
-11.555014,9.156331,0,3
16.651056,5.3966413,7,7
-44.648045,22.088806,5,8
21.696844,-15.612994,5,7
-42.233387,-33.359245,6,6
-38.210213,-40.363052,6,6
38.638496,-4.065508,7,4
12.7127075,16.523996,3,8
-34.518364,22.823492,0,2
-23.83357,-26.345705,0,6
19.510363,1.2890689,5,7
34.74478,20.890856,6,7
-31.93214,-46.43982,0,6
-19.197086,-40.99722,7,6
1.593914,-9.958777,3,5
49.30399,18.807331,8,4
25.46611,30.148045,0,0
-33.693626,-44.693047,4,6
19.234638,31.193798,1,0
-51.149384,-2.1520271,1,4
3.5159729,18.158848,3,5
-4.859365,16.13479,7,5
17.546398,8.890612,8,7
-23.437876,-46.723305,8,6
-29.835972,-41.58117,8,6
4.564475,-6.485191,4,5
28.841301,23.226593,0,7
-32.64399,14.720892,2,5
2.232127,-0.2835558,7,5
-36.039345,-44.103653,5,6
-8.248425,13.683673,0,5
-14.200889,-32.787205,0,6
39.754314,25.912796,2,1
-27.248653,-25.802282,7,6
40.738327,20.274364,3,4
4.0578666,22.004784,0,0
-20.964895,-49.228397,7,6
38.97464,-7.6068015,5,4
-43.69117,-15.418965,6,4
8.880212,-20.252443,0,3
-43.965862,-38.180992,7,6
-49.537117,-4.2750964,0,4
-11.554268,22.779308,0,8
41.09225,10.482031,0,7
4.081061,-8.2637825,3,5
-32.102505,26.25943,6,2
-44.69634,-27.06106,5,6
-42.84896,-17.572329,6,4
-47.8417,-33.72805,0,6
-34.073147,-31.70669,5,6
7.4398646,-14.331323,0,7
-14.344472,19.820843,4,2
7.454242,20.882904,0,5
-23.92122,-20.930885,0,6
-47.725235,-27.956327,4,6
-32.939495,-27.376202,0,6
-2.4421494,7.34327,4,5
14.488015,0.12620533,1,0
-25.236998,37.269196,7,3
21.76375,-6.8222713,0,7
24.307554,17.416851,8,0
15.103931,0.43771923,6,0
44.81342,13.000785,3,0
-12.88357,17.879498,8,5
-30.543692,36.14316,6,3
-2.2636776,31.252615,6,6
-41.00353,-17.028109,3,4
50.226425,6.8581877,4,4
-22.395496,-46.079716,2,6
12.757941,26.57898,3,0
13.357876,7.5593038,3,7
7.8936715,-14.196462,0,7
-4.573978,-5.4381804,8,1
21.366344,31.683172,0,0
10.544464,34.167282,7,0
18.444735,3.5540657,2,0
46.249626,24.89701,2,0
37.44922,2.5094705,3,7
-42.65939,-40.930866,8,6
24.169264,14.879536,0,7
-29.338694,32.33883,2,3
35.904045,15.024627,1,8
10.895483,4.959999,7,7
-40.433685,-20.15552,1,6
41.52092,-6.4374228,7,4
-16.186964,-33.763702,7,6
9.382317,-15.413083,0,5
-22.282127,-34.531925,2,6
-47.682625,21.359802,1,8
14.166527,29.0482,0,7
9.6317,5.7442465,0,7
-34.697166,-22.777151,0,6
-49.368656,21.185503,1,8
-35.419247,-19.6007,0,6
5.257089,10.180352,3,0
-11.579375,-30.553196,4,6
46.39737,20.428154,5,0
23.662489,-0.8087052,7,7
-29.113417,-31.773863,3,6
28.73964,13.138286,6,0
-21.889015,-39.599243,8,6
19.375004,13.026656,0,0
-26.68345,-31.169067,1,6
6.834683,12.0560255,1,5
-30.025341,35.83703,2,3
-2.7752068,12.005439,0,0
25.72958,-6.6020203,3,0
35.57879,15.018441,1,8
-26.19298,-23.701214,8,6
-46.889183,-37.325512,3,6
-0.7674277,-0.002709941,5,7
13.86605,-7.1568084,7,4
-46.491188,26.188961,2,8
-23.02769,-32.497044,1,6
-17.959837,-40.43781,0,6
25.295622,31.27857,8,0
39.40105,5.444677,4,4
24.334084,32.30687,2,0
-50.571842,-2.1210554,1,4
21.937054,-22.807888,1,4
6.916029,9.923227,4,0
-30.326948,-43.782944,3,6
22.379292,1.754565,2,0
-50.906116,-3.5536108,1,4
37.60365,-12.155179,0,4
-25.695879,-41.437973,0,6
-15.159261,17.399107,3,0
-34.916817,-38.680763,7,6
-10.909617,4.569032,2,3
-1.8088955,20.353516,7,5
-38.871403,-30.892637,1,6
6.5527053,-12.950143,7,7
5.4525404,-8.366849,6,5
-14.141888,-40.210175,8,6
51.87512,17.789944,7,4
-8.729713,13.978932,8,5
2.6572113,19.642523,0,5
4.949923,24.575384,7,5
18.902046,25.141897,2,0
46.679024,23.117382,6,0
12.59582,22.338575,7,7
17.129042,-3.2419116,3,7
-14.098708,-18.730244,1,1
-30.310247,34.901318,0,3
-29.872114,35.466488,2,3
-41.290478,29.432526,6,2
-7.6338296,21.18163,0,5
-25.623508,-35.81578,4,6
-34.989662,-34.770782,2,6
-17.504625,-30.797178,4,6
-22.230986,-29.473215,3,6
1.6416843,-12.5004425,0,7
21.574608,0.45106202,7,0
-32.63839,-40.388855,6,6
-49.044315,23.75167,2,8
-24.599016,-45.566467,6,6
40.230106,-10.733761,4,4
-46.773716,21.555779,1,8
44.995792,15.055683,1,4
35.861927,3.3184826,0,7
36.54435,7.6623764,4,4
24.690077,32.37126,2,0
-22.377218,-23.947968,3,6
-2.6523712,17.212297,1,5
-50.52235,24.758686,7,8
25.110832,23.34715,1,0
-2.2848458,19.829294,7,5
51.673416,19.71298,4,4
16.15628,33.389835,5,7
-28.957767,-25.633324,2,6
27.401073,5.5067086,8,7
-27.421719,37.74557,8,3
-28.573206,-31.621807,4,6
35.25735,-10.407378,7,4
-7.419397,2.697739,2,3
-4.4816694,-7.1838455,0,7
30.900034,-6.1040325,6,0
-19.445751,-32.275993,3,6
46.268963,17.761986,4,0
4.4153953,13.989177,4,7
-14.035205,20.170238,4,2
10.264107,14.083749,1,7
1.7744666,3.4761934,7,7
10.92158,18.931538,6,0
42.813038,8.207629,2,7
-32.87556,-18.794731,0,6
16.179409,-11.547829,0,7
-24.186714,-29.626858,2,6
-36.02399,-43.718582,1,6
-41.500618,-33.179726,6,6
10.716908,24.137161,0,7
-29.428083,-27.709248,1,3
17.525208,3.5174518,2,0
-7.410119,1.6526316,0,5
4.308114,13.830464,4,7
10.0694475,29.202068,0,0
-17.456402,-16.616262,5,1
33.890285,-8.380468,3,7
-32.29463,25.03181,0,2
-43.54086,24.40243,2,8
24.334988,1.8148597,4,7
26.073322,24.318438,4,0
37.85478,-3.2137752,0,4
14.333858,-6.4036093,7,4
-3.4777267,8.450039,5,5
-18.817326,-41.66872,1,6
-47.59793,24.135426,5,8
21.952734,23.461426,8,0
-30.145708,-35.085205,8,6
-10.421857,19.077385,1,7
-33.743683,-41.807297,8,6
13.653771,5.6652694,4,7
-4.54096,27.893358,7,6
32.4093,-8.02174,1,4
9.685597,21.649582,7,5
-16.397877,-18.15572,0,1
30.961218,-6.3531075,6,0
17.178345,-11.951921,1,7
11.247996,32.152393,0,0
28.550478,12.652525,6,0
-37.483246,-27.787384,1,6
-43.96824,-17.211596,6,4
42.641342,20.095789,4,7
-26.70285,-50.74291,0,6
-27.746353,-35.418648,7,6
-11.606727,16.715649,1,7
-21.769295,-42.92299,0,6
-32.46806,25.933441,7,2
37.369087,6.0939474,2,4
-24.453884,-30.656956,3,6
-22.08728,-44.94807,3,6
-29.048107,-39.481422,0,6
-1.6120086,-9.25628,2,2
15.3492565,-2.4041584,0,2
-13.863453,-40.224052,8,6
13.326193,-22.72344,8,7
-11.536076,-40.994804,0,5
6.904564,24.75352,7,0
-6.627358,12.676586,8,7
47.65494,5.8430777,5,4
-36.77346,-32.505993,7,6
15.642042,29.021225,8,7
41.818382,-8.366047,2,4
25.733606,2.654639,4,0
23.058147,22.306595,0,0
38.679207,30.032875,7,7
-28.418287,-21.15231,7,6
-14.7340555,-18.157656,1,1
17.693296,4.6340985,1,0
28.314262,-6.7214684,2,7
17.608868,-21.719788,6,4
2.3730044,16.135614,4,7
24.25272,34.999657,0,0
36.434376,15.474634,1,8
40.370148,13.195391,0,7
16.00095,-14.202159,5,7
-47.47175,-34.63829,7,6
-29.825195,-28.732916,8,3
-27.289452,-20.858624,5,6
20.650396,32.625816,6,0
-28.365498,-21.416292,7,6
26.192856,-0.1747508,3,0
1.8652622,3.8569562,7,7
26.447666,13.915856,0,7
31.44863,19.236595,8,7
20.63198,33.403374,7,7
-44.047623,-15.66145,6,4
-22.53153,-46.8344,0,6
9.539945,32.215866,0,7
18.808357,-9.127575,0,3
-14.088032,-36.437393,4,6
29.493229,21.657946,4,0
27.281477,23.885597,7,7
-44.907207,-30.638432,0,6
-23.276314,-19.815928,6,8
39.546467,-1.2455481,0,0
-46.62581,-30.8158,5,6
26.220888,8.314358,6,3
34.46394,-12.618554,7,4
23.407736,11.904723,0,0
-15.1619005,17.47894,3,0
49.96444,18.837177,8,4
-26.2083,-41.529724,4,6
10.144465,22.00601,7,7
-48.956753,23.021223,4,8
-16.380745,-45.264076,6,6
-13.237447,10.439111,6,0
